,Coal,Gas,Wind,Solar,Nuclear,,Total,,,,
43346,117546.58,148145,16779.88,7092.33,67469.13,,499516.25,,,,
43345,115448.83,140882.67,19906.25,7519.79,67556.17,,482379.92,,,,
43344,115997.46,143855.08,27607.21,7765.88,67418.58,,489278,,,,
43343,117371.54,150133.79,36555.13,7968.17,67409.67,,516961.58,,,,
43342,106302.08,153250.33,21180.38,7253.29,65780.33,,499062.21,,,,
43341,109959.63,161045.63,18002.92,7364.5,65069.54,,516857.83,,,,
43340,107337.08,164452.71,23721.71,7742.29,63681.08,,528033.21,,,,
43339,106103.29,159453.46,30028.54,8081.17,63289.63,,520959.29,,,,
43338,96628.25,137539.58,27600.21,8043.38,65461.54,,464141.42,,,,
43337,95525.29,133499.38,20439.25,7582.38,65482.04,,443319.63,,,,
43336,95919.29,136593.33,26189.96,7768.33,65326.71,,456305.71,,,,
43335,98646.88,140055.88,26680.33,8002.83,65139.46,,462677.17,,,,
43334,106529.63,151789.75,14892.58,7471.75,64887.21,,478120.92,,,,
43333,108861.42,152985.75,15060.08,7191.38,65839.21,,483801.79,,,,
43332,105077.29,155566.25,18014.58,7327.96,66346.79,,483608.33,,,,
43331,100426.29,145500.08,14831.13,7572.75,66500.13,,455954.67,,,,
43330,104075.08,156847.71,13387.88,7727.92,66660.29,,481036.96,,,,
43329,111874.67,168486.5,14569.08,7709.92,66511.58,,514434.75,,,,
43328,112495.5,174472.25,12767.21,6963.33,65724.38,,517278.42,,,,
43327,109256.21,170688.08,14119.92,7259.71,65429.17,,508277.29,,,,
43326,107852.38,163769,15199.38,7593.79,65170.79,,497488.42,,,,
43325,107559.29,159402.33,14129.08,7559.75,66682,,492165.13,,,,
43324,102737.08,142956.29,13052.08,7106.79,66898.83,,460686.25,,,,
43323,104597.46,144871.92,13108.88,6810.75,66720,,468098.5,,,,
43322,109524.13,165560.38,11012.92,6983.46,67079.04,,507475.17,,,,
43321,110166.21,177278.67,10051.88,7233.08,67175.96,,521964.67,,,,
43320,110365.79,178666.63,12634.04,7810.13,67129.25,,526883.63,,,,
43319,111992.54,183117.33,11649.13,8125.92,67035.17,,532753.13,,,,
43318,110702,179083.13,15963.29,8378.75,66583.08,,532506.38,,,,
43317,101020.79,155194.67,22269.21,8384.58,66533.88,,492664.83,,,,
43316,99264.08,152731.29,23148.04,7774.29,66520.42,,486695.38,,,,
43315,99115.67,160435.42,26142.54,7743.29,66488.71,,498055.75,,,,
43314,100697.25,165783.58,17523.75,6844.13,66291.54,,495558.21,,,,
43313,100016.96,164207.83,14202.5,7171,66015.33,,489147.54,,,,
43312,104155.33,162125.96,10004.63,6586.83,65850.04,,481915.04,,,,
43311,103286.29,160199.67,12612.79,6765.38,66446.92,,481733.13,,,,
43310,95821.46,149225.71,11785.04,6907.96,66951.42,,452977.92,,,,
43309,99740.42,156171.5,10771.54,7797.21,66764.29,,468053.71,,,,
43308,106715.25,170496.63,11199.83,7715.75,66756.5,,501883.92,,,,
43307,106757.25,174496.88,15190.46,7805.25,66721.38,,514181.25,,,,
43306,107204.04,179486.96,14203.46,7642.88,65924.42,,516378.54,,,,
43305,106884,175728.29,13491.71,7317.21,62444.38,,507756.79,,,,
43304,103295.04,168493.54,15533.63,7894.46,62667.96,,495136.29,,,,
43303,95573,148891.21,16043.46,8005.71,62667,,450356.83,,,,
43302,98621.38,149760.5,18160.08,6510.67,62436.71,,454087.25,,,,
43301,101923.88,161056.25,23010.79,7075,62245.04,,490476.5,,,,
43300,103655.42,164260.29,21323.21,7739.58,62354.38,,494910.33,,,,
43299,106401.33,167314.46,17600.04,7062.71,62354.75,,497569.79,,,,
43298,111137.79,172205.17,14729.08,7676.13,62391.25,,517965.38,,,,
43297,114496.5,174073.5,11776.33,7409.04,62466.71,,525239.08,,,,
43296,106769.67,153464.79,14244.04,7249.42,62032.08,,478849.67,,,,
43295,108177.75,153765.79,14385.29,7614.29,62340.38,,484374,,,,
43294,107625.58,164086.13,13748.46,7356.96,62315.5,,504242.88,,,,
43293,109507,165695.04,15923.04,6722.54,61535.96,,502376.79,,,,
43292,108493.04,167155.83,16161.83,6874.88,61027.21,,506865.63,,,,
43291,139343.08,202300.75,16158.67,7701.33,96739.08,,505437,,,,
43290,129899.83,190918.04,16725.5,7139.42,96723.38,,478403.33,,,,
43289,115021.71,157149.04,15290.5,7054.71,96344.54,,423861.67,,,,
43288,113855.33,158785.42,16368.88,6268.58,96213.25,,427369.08,,,,
43287,134281.71,186968.54,17317.29,7370,94703.88,,481218.58,,,,
43286,144256,203334.83,14095.21,7748.13,94096.67,,504995.21,,,,
43285,139151.83,180760.67,18689.75,8002.13,93661.58,,479252.79,,,,
43284,144049.63,203068.04,20729.33,8080,94233.33,,513703.25,,,,
43283,142757.29,201758.42,21733.04,7996.04,93559.5,,513177.38,,,,
43282,117877.46,149156.83,14652.58,7597.25,86843.92,,437361.25,,,,
,,,,,,,502330.88,,,,
,,,,,,,515260.13,,,,
,,,,,,,502476.21,,,,
,,,,,,,484957.5,,,,
,,,,,,,478709.58,,,,
,,,,,,,479274.54,,,,
,,,,,,,450930.88,,,,
,,,,,,,444995.33,,,,
,,,,,,,471829.96,,,,
,,,,,,,483164.96,,,,
,,,,,,,487837.46,,,,
,,,,,,,506626.04,,,,
,,,,,,,517354.63,,,,
,,,,,,,465773.71,,,,
,,,,,,,458954.5,,,,
,,,,,,,477169.54,,,,
,,,,,,,480986.21,,,,
,,,,,,,476806,,,,
,,,,,,,455281.54,,,,
,,,,,,,448636.71,,,,
,,,,,,,420695.92,,,,
,,,,,,,435771.67,,,,
,,,,,,,457605.71,,,,
,,,,,,,452975.54,,,,
,,,,,,,442193,,,,
,,,,,,,440519.5,,,,
,,,,,,,441225.58,,,,
,,,,,,,425453.04,,,,
,,,,,,,444345.38,,,,
,,,,,,,473337.08,,,,
,,,,,,,508173.96,,,,
,,,,,,,505818,,,,
,,,,,,,504138.46,,,,
,,,,,,,458713.79,,,,
,,,,,,,450455.88,,,,
,,,,,,,457847.33,,,,
,,,,,,,476851.21,,,,
,,,,,,,476364.29,,,,
,,,,,,,467728.17,,,,
,,,,,,,454724.88,,,,
,,,,,,,443785,,,,
,,,,,,,412995.96,,,,
,,,,,,,421211.67,,,,
,,,,,,,443198.83,,,,
,,,,,,,451863.21,,,,
,,,,,,,452634.17,,,,
,,,,,,,462403.83,,,,
,,,,,,,457134.08,,,,
,,,,,,,410903.83,,,,
,,,,,,,419826.29,,,,
,,,,,,,443705.54,,,,
,,,,,,,444579.96,,,,
,,,,,,,440465.5,,,,
,,,,,,,434567.5,,,,
,,,,,,,425858.25,,,,
,,,,,,,386836.67,,,,
,,,,,,,394513.92,,,,
,,,,,,,433630.71,,,,
,,,,,,,437813.46,,,,
,,,,,,,424429.54,,,,
,,,,,,,407043.17,,,,
,,,,,,,402870.25,,,,
,,,,,,,370269.79,,,,
,,,,,,,374696.75,,,,
,,,,,,,398762.88,,,,
,,,,,,,401379.96,,,,
,,,,,,,405754.54,,,,
,,,,,,,404526.58,,,,
,,,,,,,401351.54,,,,
,,,,,,,370088.54,,,,
,,,,,,,380872,,,,
,,,,,,,406662.33,,,,
,,,,,,,414280.96,,,,
,,,,,,,417961,,,,
,,,,,,,426223.29,,,,
,,,,,,,425519.25,,,,
,,,,,,,389629.83,,,,
,,,,,,,387899.92,,,,
,,,,,,,411464.67,,,,
,,,,,,,411812.13,,,,
,,,,,,,418944.42,,,,
,,,,,,,425689.71,,,,
,,,,,,,432047.46,,,,
,,,,,,,408774.75,,,,
,,,,,,,409799.75,,,,
,,,,,,,425203.17,,,,
,,,,,,,426865.46,,,,
,,,,,,,423381.17,,,,
,,,,,,,428801.29,,,,
,,,,,,,424138,,,,
,,,,,,,373619.58,,,,
,,,,,,,380812.58,,,,
,,,,,,,395238,,,,
,,,,,,,409986.83,,,,
,,,,,,,417128.46,,,,
,,,,,,,429642.75,,,,
,,,,,,,431910.71,,,,
,,,,,,,399984.5,,,,
,,,,,,,404274.71,,,,
,,,,,,,428081.5,,,,
,,,,,,,437864.25,,,,
,,,,,,,444206.33,,,,
,,,,,,,433386.92,,,,
,,,,,,,421196.46,,,,
,,,,,,,388822.92,,,,
,,,,,,,401611.08,,,,
,,,,,,,427862.08,,,,
,,,,,,,438752.63,,,,
,,,,,,,450166.17,,,,
,,,,,,,448474.17,,,,
,,,,,,,440270.75,,,,
,,,,,,,360536.13,,,,
,,,,,,,385470.25,,,,
,,,,,,,439929.75,,,,
,,,,,,,449205.5,,,,
,,,,,,,418585.29,,,,
,,,,,,,408899.92,,,,
,,,,,,,431093.58,,,,
,,,,,,,395218.38,,,,
,,,,,,,400758.25,,,,
,,,,,,,427381.75,,,,
,,,,,,,424478.29,,,,
,,,,,,,425188.88,,,,
,,,,,,,429327.63,,,,
,,,,,,,425136.88,,,,
,,,,,,,399200.88,,,,
,,,,,,,409840.5,,,,
,,,,,,,441363.88,,,,
,,,,,,,452122.5,,,,
,,,,,,,446490.71,,,,
,,,,,,,431691.13,,,,
,,,,,,,428695.17,,,,
,,,,,,,400943.17,,,,
,,,,,,,412900.42,,,,
,,,,,,,420333.17,,,,
,,,,,,,417731.17,,,,
,,,,,,,439412.38,,,,
,,,,,,,470853.75,,,,
,,,,,,,468785.96,,,,
,,,,,,,430832,,,,
,,,,,,,430986.25,,,,
,,,,,,,463773.42,,,,
,,,,,,,479616.58,,,,
,,,,,,,479326.25,,,,
,,,,,,,478326.29,,,,
,,,,,,,476203.08,,,,
,,,,,,,437980.42,,,,
,,,,,,,464772.54,,,,
,,,,,,,480064.04,,,,
,,,,,,,457637.88,,,,
,,,,,,,479630.13,,,,
,,,,,,,486042.5,,,,
,,,,,,,452806.17,,,,
,,,,,,,400503.67,,,,
,,,,,,,411261.42,,,,
,,,,,,,459258.13,,,,
,,,,,,,476385.5,,,,
,,,,,,,467926.71,,,,
,,,,,,,447629.04,,,,
,,,,,,,434273.25,,,,
,,,,,,,406955,,,,
,,,,,,,436269.08,,,,
,,,,,,,505139.71,,,,
,,,,,,,552850.79,,,,
,,,,,,,557052.88,,,,
,,,,,,,543426.21,,,,
,,,,,,,522312.75,,,,
,,,,,,,503627.13,,,,
,,,,,,,483549.5,,,,
,,,,,,,468368.25,,,,
,,,,,,,442515.08,,,,
,,,,,,,454390.46,,,,
,,,,,,,468101.96,,,,
,,,,,,,494810.88,,,,
,,,,,,,511910.21,,,,
,,,,,,,540356.63,,,,
,,,,,,,563052.92,,,,
,,,,,,,564843.96,,,,
,,,,,,,566963.88,,,,
,,,,,,,583718.83,,,,
,,,,,,,547466.71,,,,
,,,,,,,510160.17,,,,
,,,,,,,480635.17,,,,
,,,,,,,502464.83,,,,
,,,,,,,523543.58,,,,
,,,,,,,512558.42,,,,
,,,,,,,477937.21,,,,
,,,,,,,438993.92,,,,
,,,,,,,423261.29,,,,
,,,,,,,422758.33,,,,
,,,,,,,446669.79,,,,
,,,,,,,452284.46,,,,
,,,,,,,441450.71,,,,
,,,,,,,439277.96,,,,
,,,,,,,447569.79,,,,
,,,,,,,437499.67,,,,
,,,,,,,456812.67,,,,
,,,,,,,485875.29,,,,
,,,,,,,479315.79,,,,
,,,,,,,494255,,,,
,,,,,,,474382.79,,,,
,,,,,,,472825.29,,,,
,,,,,,,455866.13,,,,
,,,,,,,468601.29,,,,
,,,,,,,492099.63,,,,
,,,,,,,477391.04,,,,
,,,,,,,456497.08,,,,
,,,,,,,436182.38,,,,
,,,,,,,429981.54,,,,
,,,,,,,396579.29,,,,
,,,,,,,403567.08,,,,
,,,,,,,420523.96,,,,
,,,,,,,425527.63,,,,
,,,,,,,426259.5,,,,
,,,,,,,432063.25,,,,
,,,,,,,428355,,,,
,,,,,,,387271.96,,,,
,,,,,,,381630.21,,,,
,,,,,,,391000.71,,,,
,,,,,,,396940.29,,,,
,,,,,,,428091,,,,
,,,,,,,430500,,,,
,,,,,,,437186.54,,,,
,,,,,,,394310.54,,,,
,,,,,,,401483.79,,,,
,,,,,,,428560.25,,,,
,,,,,,,428078.88,,,,
,,,,,,,431276.5,,,,
,,,,,,,430353.54,,,,
,,,,,,,428468.33,,,,
,,,,,,,402103.88,,,,
,,,,,,,415967.71,,,,
,,,,,,,431640.67,,,,
,,,,,,,430162.38,,,,
,,,,,,,429489.04,,,,
,,,,,,,430847.63,,,,
,,,,,,,421419.88,,,,
,,,,,,,378916.88,,,,
,,,,,,,369948.13,,,,
,,,,,,,390382.67,,,,
,,,,,,,392741.21,,,,
,,,,,,,394326.33,,,,
,,,,,,,392127.33,,,,
,,,,,,,414467.17,,,,
,,,,,,,385960.17,,,,
,,,,,,,386907,,,,
,,,,,,,406238.67,,,,
,,,,,,,410756.08,,,,
,,,,,,,411565.33,,,,
,,,,,,,418567.79,,,,
,,,,,,,415147,,,,
,,,,,,,380442.13,,,,
,,,,,,,392499.67,,,,
,,,,,,,411827.17,,,,
,,,,,,,414812.13,,,,
,,,,,,,412590.46,,,,
,,,,,,,409918.88,,,,
,,,,,,,414206.08,,,,
,,,,,,,402764.21,,,,
,,,,,,,417769.38,,,,
,,,,,,,433632,,,,
,,,,,,,434661.71,,,,
,,,,,,,444168.21,,,,
,,,,,,,461404.63,,,,
,,,,,,,471223.42,,,,
,,,,,,,425075.29,,,,
,,,,,,,428724.92,,,,
,,,,,,,447810.54,,,,
,,,,,,,442553.21,,,,
,,,,,,,443302.08,,,,
,,,,,,,441455.08,,,,
,,,,,,,429459.33,,,,
,,,,,,,386713.21,,,,
,,,,,,,398549.96,,,,
,,,,,,,435592.96,,,,
,,,,,,,464792,,,,
,,,,,,,490739.38,,,,
,,,,,,,495631.83,,,,
,,,,,,,494941.21,,,,
,,,,,,,459064.71,,,,
,,,,,,,467139.04,,,,
,,,,,,,498009.71,,,,
,,,,,,,506562.5,,,,
,,,,,,,501837.04,,,,
,,,,,,,484934.25,,,,
,,,,,,,476320.54,,,,
,,,,,,,446355.58,,,,
,,,,,,,457416.88,,,,
,,,,,,,475248.63,,,,
,,,,,,,466796.54,,,,
,,,,,,,449581.38,,,,
,,,,,,,434053.5,,,,
,,,,,,,419842.13,,,,
,,,,,,,392808.63,,,,
,,,,,,,407141.79,,,,
,,,,,,,434221.42,,,,
,,,,,,,441415.17,,,,
,,,,,,,455399.92,,,,
,,,,,,,486739.21,,,,
,,,,,,,455314.17,,,,
,,,,,,,438020.58,,,,
,,,,,,,435090.63,,,,
,,,,,,,469680.92,,,,
,,,,,,,491449.29,,,,
,,,,,,,485425,,,,
,,,,,,,478526.58,,,,
,,,,,,,473489.58,,,,
,,,,,,,443037.79,,,,
,,,,,,,450163.54,,,,
,,,,,,,476513.83,,,,
,,,,,,,493624.08,,,,
,,,,,,,523248.96,,,,
,,,,,,,553109.29,,,,
,,,,,,,544251.08,,,,
,,,,,,,501703.38,,,,
,,,,,,,514399.08,,,,
,,,,,,,542265.38,,,,
,,,,,,,543973.67,,,,
,,,,,,,539787.13,,,,
,,,,,,,528178.88,,,,
,,,,,,,514695.21,,,,
,,,,,,,475705.13,,,,
,,,,,,,488704.67,,,,
,,,,,,,519355.33,,,,
,,,,,,,519821.08,,,,
,,,,,,,507363.92,,,,
,,,,,,,498381.21,,,,
,,,,,,,490329.13,,,,
,,,,,,,460500.92,,,,
,,,,,,,478600.71,,,,
,,,,,,,520285.58,,,,
,,,,,,,534744.75,,,,
,,,,,,,533464.92,,,,
,,,,,,,535298.75,,,,
,,,,,,,519071.54,,,,
,,,,,,,472476.08,,,,
,,,,,,,490295.71,,,,
,,,,,,,541157.38,,,,
,,,,,,,553007.92,,,,
,,,,,,,546289.88,,,,
,,,,,,,536674.46,,,,
,,,,,,,536015.58,,,,
,,,,,,,524424.38,,,,
,,,,,,,550941.04,,,,
,,,,,,,586250,,,,
,,,,,,,589651.54,,,,
,,,,,,,578639.58,,,,
,,,,,,,559783.5,,,,
,,,,,,,544975.75,,,,
,,,,,,,500694.17,,,,
,,,,,,,510297.88,,,,
,,,,,,,545078.13,,,,
,,,,,,,568885.33,,,,
,,,,,,,567998.83,,,,
,,,,,,,557971.71,,,,
,,,,,,,539293.46,,,,
,,,,,,,493670.29,,,,
,,,,,,,510301.25,,,,
,,,,,,,546279.83,,,,
,,,,,,,546356.58,,,,
,,,,,,,531583.46,,,,
,,,,,,,490026.21,,,,
,,,,,,,509395.42,,,,
,,,,,,,487704.38,,,,
,,,,,,,490185.25,,,,
,,,,,,,520612.33,,,,
,,,,,,,509062.38,,,,
,,,,,,,486085.88,,,,
,,,,,,,479175.88,,,,
,,,,,,,478867.04,,,,
,,,,,,,454645.46,,,,
,,,,,,,482254.54,,,,
,,,,,,,533547.58,,,,
,,,,,,,529445.71,,,,
,,,,,,,519035.58,,,,
,,,,,,,515835.21,,,,
,,,,,,,520611.33,,,,
,,,,,,,488467.54,,,,
,,,,,,,493619.29,,,,
,,,,,,,514028.63,,,,
,,,,,,,517899.71,,,,
,,,,,,,524798.13,,,,
,,,,,,,534619.25,,,,
,,,,,,,526190.83,,,,
,,,,,,,469394,,,,
,,,,,,,452576.33,,,,
,,,,,,,455798.88,,,,
,,,,,,,447719.79,,,,
,,,,,,,446147.54,,,,
,,,,,,,455895.25,,,,
,,,,,,,462168.88,,,,
,,,,,,,432386.58,,,,
,,,,,,,436912.88,,,,
,,,,,,,456445.79,,,,
,,,,,,,453523.5,,,,
,,,,,,,449219.08,,,,
,,,,,,,445652.96,,,,
,,,,,,,414134.83,,,,
,,,,,,,406376.17,,,,
,,,,,,,421406.71,,,,
,,,,,,,434178.67,,,,
,,,,,,,418566.17,,,,
,,,,,,,422693.96,,,,
,,,,,,,431302.46,,,,
,,,,,,,430085.21,,,,
,,,,,,,398446.67,,,,
,,,,,,,422023.5,,,,
,,,,,,,472445.42,,,,
,,,,,,,482431.08,,,,
,,,,,,,466224.38,,,,
,,,,,,,449805.83,,,,
,,,,,,,433446.25,,,,
,,,,,,,383299.17,,,,
,,,,,,,385205.17,,,,
,,,,,,,414657.17,,,,
,,,,,,,425336.08,,,,
,,,,,,,423295.42,,,,
,,,,,,,417777.04,,,,
,,,,,,,406794.92,,,,
,,,,,,,365626.08,,,,
,,,,,,,372574,,,,
,,,,,,,403745,,,,
,,,,,,,409900.17,,,,
,,,,,,,417924.17,,,,
,,,,,,,419179.67,,,,
,,,,,,,418449.08,,,,
,,,,,,,391624.71,,,,
,,,,,,,418113.63,,,,
,,,,,,,430088.88,,,,
,,,,,,,416351.88,,,,
,,,,,,,416810.96,,,,
,,,,,,,405803.88,,,,
,,,,,,,396133.42,,,,
,,,,,,,363314.5,,,,
,,,,,,,382600.21,,,,
,,,,,,,415178.92,,,,
,,,,,,,421850,,,,
,,,,,,,415726.63,,,,
,,,,,,,407044.96,,,,
,,,,,,,403019.29,,,,
,,,,,,,370108.46,,,,
,,,,,,,377741.5,,,,
,,,,,,,390505.63,,,,
,,,,,,,403797.25,,,,
,,,,,,,402349.75,,,,
,,,,,,,403237.42,,,,
,,,,,,,400191.46,,,,
,,,,,,,366708.88,,,,
,,,,,,,377992.83,,,,
,,,,,,,405521.38,,,,
,,,,,,,408916.92,,,,
,,,,,,,408846.75,,,,
,,,,,,,411956.17,,,,
,,,,,,,403721.63,,,,
,,,,,,,372476.29,,,,
,,,,,,,383598.83,,,,
,,,,,,,410247.29,,,,
,,,,,,,409909.08,,,,
,,,,,,,413254.13,,,,
,,,,,,,412351.42,,,,
,,,,,,,406940.29,,,,
,,,,,,,374025.17,,,,
,,,,,,,374582.46,,,,
,,,,,,,410091.67,,,,
,,,,,,,426876.54,,,,
,,,,,,,419742.17,,,,
,,,,,,,415528.63,,,,
,,,,,,,424029.96,,,,
,,,,,,,389481.25,,,,
,,,,,,,395159.83,,,,
,,,,,,,436837.5,,,,
,,,,,,,458595.29,,,,
,,,,,,,471418.13,,,,
,,,,,,,457711,,,,
,,,,,,,451568.21,,,,
,,,,,,,375808.79,,,,
,,,,,,,396492.88,,,,
,,,,,,,379374.83,,,,
,,,,,,,387203.88,,,,
,,,,,,,383895.96,,,,
,,,,,,,388854.21,,,,
,,,,,,,416792.71,,,,
,,,,,,,396062.46,,,,
,,,,,,,409908.38,,,,
,,,,,,,431350.67,,,,
,,,,,,,421547.5,,,,
,,,,,,,412436.71,,,,
,,,,,,,402382.46,,,,
,,,,,,,426105.92,,,,
,,,,,,,395139.25,,,,
,,,,,,,389640.67,,,,
,,,,,,,405856.13,,,,
,,,,,,,404711.83,,,,
,,,,,,,400900.04,,,,
,,,,,,,403499.79,,,,
,,,,,,,397962.67,,,,
,,,,,,,369459.04,,,,
,,,,,,,382420.08,,,,
,,,,,,,421840.67,,,,
,,,,,,,441232.38,,,,
,,,,,,,433284.67,,,,
,,,,,,,434583.79,,,,
,,,,,,,426690.83,,,,
,,,,,,,386729.46,,,,
,,,,,,,399520.08,,,,
,,,,,,,453689.13,,,,
,,,,,,,454002.75,,,,
,,,,,,,429500.04,,,,
,,,,,,,426602.54,,,,
,,,,,,,432456.21,,,,
,,,,,,,415912.46,,,,
,,,,,,,446319.71,,,,
,,,,,,,460576.17,,,,
,,,,,,,431202.63,,,,
,,,,,,,438955.63,,,,
,,,,,,,449550.17,,,,
,,,,,,,456102.79,,,,
,,,,,,,427801.67,,,,
,,,,,,,439666.88,,,,
,,,,,,,461894.17,,,,
,,,,,,,442789.42,,,,
,,,,,,,434317.5,,,,
,,,,,,,440129.83,,,,
,,,,,,,428358.67,,,,
,,,,,,,387155.42,,,,
,,,,,,,390999.96,,,,
,,,,,,,423795.38,,,,
,,,,,,,431136.29,,,,
,,,,,,,434395.04,,,,
,,,,,,,437862.96,,,,
,,,,,,,436746.96,,,,
,,,,,,,414586.88,,,,
,,,,,,,429707.29,,,,
,,,,,,,445694.29,,,,
,,,,,,,436654.67,,,,
,,,,,,,444294.54,,,,
,,,,,,,478396.29,,,,
,,,,,,,522290.17,,,,
,,,,,,,526289.17,,,,
,,,,,,,530885,,,,
,,,,,,,523082.17,,,,
,,,,,,,497426.79,,,,
,,,,,,,467098.25,,,,
,,,,,,,441266.29,,,,
,,,,,,,411420,,,,
,,,,,,,395298.83,,,,
,,,,,,,425021.92,,,,
,,,,,,,440048.54,,,,
,,,,,,,430490.42,,,,
,,,,,,,427973.38,,,,
,,,,,,,416524.25,,,,
,,,,,,,398113.58,,,,
,,,,,,,381286.42,,,,
,,,,,,,401508.63,,,,
,,,,,,,436724.96,,,,
,,,,,,,450314.58,,,,
,,,,,,,474468.04,,,,
,,,,,,,502527.46,,,,
,,,,,,,522966.33,,,,
,,,,,,,469869.29,,,,
,,,,,,,461345.96,,,,
,,,,,,,509698.92,,,,
,,,,,,,506421.92,,,,
,,,,,,,474818.63,,,,
,,,,,,,463184.83,,,,
,,,,,,,454415.5,,,,
,,,,,,,445391.96,,,,
,,,,,,,471613.92,,,,
,,,,,,,496393.13,,,,
,,,,,,,482086.42,,,,
,,,,,,,456530.46,,,,
,,,,,,,449045.29,,,,
,,,,,,,441383.46,,,,
,,,,,,,408128.04,,,,
,,,,,,,411890,,,,
,,,,,,,431304.75,,,,
,,,,,,,428011.88,,,,
,,,,,,,418799.08,,,,
,,,,,,,417130.08,,,,
,,,,,,,422972.63,,,,
,,,,,,,390895.29,,,,
,,,,,,,376024.54,,,,
,,,,,,,370601.04,,,,
,,,,,,,370267.88,,,,
,,,,,,,421052.96,,,,
,,,,,,,434258.58,,,,
,,,,,,,433621.92,,,,
,,,,,,,396174.96,,,,
,,,,,,,382937.21,,,,
,,,,,,,402086.71,,,,
,,,,,,,406057.92,,,,
,,,,,,,404722.96,,,,
,,,,,,,405628.38,,,,
,,,,,,,405348.75,,,,
,,,,,,,374449.04,,,,
,,,,,,,374876.5,,,,
,,,,,,,393289.63,,,,
,,,,,,,401269.54,,,,
,,,,,,,400413.71,,,,
,,,,,,,402142.38,,,,
,,,,,,,398099.83,,,,
,,,,,,,354809.63,,,,
,,,,,,,349400.96,,,,
,,,,,,,368503.71,,,,
,,,,,,,373138,,,,
,,,,,,,380195.33,,,,
,,,,,,,376644.46,,,,
,,,,,,,390515.88,,,,
,,,,,,,364371.08,,,,
,,,,,,,380197.58,,,,
,,,,,,,410224.38,,,,
,,,,,,,417604.54,,,,
,,,,,,,412333.71,,,,
,,,,,,,405524.04,,,,
,,,,,,,399550.75,,,,
,,,,,,,362123.21,,,,
,,,,,,,367888.13,,,,
,,,,,,,406472.25,,,,
,,,,,,,429700.42,,,,
,,,,,,,447010.79,,,,
,,,,,,,448257,,,,
,,,,,,,441805.21,,,,
,,,,,,,394638.92,,,,
,,,,,,,390045.25,,,,
,,,,,,,407599.46,,,,
,,,,,,,414325.71,,,,
,,,,,,,414668.21,,,,
,,,,,,,409411.79,,,,
,,,,,,,397286.13,,,,
,,,,,,,366488.88,,,,
,,,,,,,385113.71,,,,
,,,,,,,423197.75,,,,
,,,,,,,440269.63,,,,
,,,,,,,439489.67,,,,
,,,,,,,432456.33,,,,
,,,,,,,424762.5,,,,
,,,,,,,386234.92,,,,
,,,,,,,390546.08,,,,
,,,,,,,419570.5,,,,
,,,,,,,432264.63,,,,
,,,,,,,441743.96,,,,
,,,,,,,442468.54,,,,
,,,,,,,444607.54,,,,
,,,,,,,426172,,,,
,,,,,,,447881.67,,,,
,,,,,,,483581.29,,,,
,,,,,,,490489.46,,,,
,,,,,,,496145.88,,,,
,,,,,,,502573.46,,,,
,,,,,,,503098.29,,,,
,,,,,,,457685.04,,,,
,,,,,,,450620.42,,,,
,,,,,,,473376.58,,,,
,,,,,,,478814.58,,,,
,,,,,,,489826.67,,,,
,,,,,,,481722.67,,,,
,,,,,,,473795.58,,,,
,,,,,,,452952.08,,,,
,,,,,,,487274,,,,
,,,,,,,532202.25,,,,
,,,,,,,540310.38,,,,
,,,,,,,536129.46,,,,
,,,,,,,515650.88,,,,
,,,,,,,454039.25,,,,
,,,,,,,427975.13,,,,
,,,,,,,434288.96,,,,
,,,,,,,473696.5,,,,
,,,,,,,507459.54,,,,
,,,,,,,528854.67,,,,
,,,,,,,532779.38,,,,
,,,,,,,535973.25,,,,
,,,,,,,499051.04,,,,
,,,,,,,500982.25,,,,
,,,,,,,537451.79,,,,
,,,,,,,539203.08,,,,
,,,,,,,522492.08,,,,
,,,,,,,508937.5,,,,
,,,,,,,498208.88,,,,
,,,,,,,474679.5,,,,
,,,,,,,493396.21,,,,
,,,,,,,534775.54,,,,
,,,,,,,546757.33,,,,
,,,,,,,553064.33,,,,
,,,,,,,552686.29,,,,
,,,,,,,546851.92,,,,
,,,,,,,519156.42,,,,
,,,,,,,541256.5,,,,
,,,,,,,580468.17,,,,
,,,,,,,587858.25,,,,
,,,,,,,571990.21,,,,
,,,,,,,550453.38,,,,
,,,,,,,533795.25,,,,
,,,,,,,500270.21,,,,
,,,,,,,519663.96,,,,
,,,,,,,548864.92,,,,
,,,,,,,559913.17,,,,
,,,,,,,556962.5,,,,
,,,,,,,553899.58,,,,
,,,,,,,549040.54,,,,
,,,,,,,510758.79,,,,
,,,,,,,517254.67,,,,
,,,,,,,553669.5,,,,
,,,,,,,571543.33,,,,
,,,,,,,580117.88,,,,
,,,,,,,582285,,,,
,,,,,,,586157.21,,,,
,,,,,,,547220.96,,,,
,,,,,,,561056.71,,,,
,,,,,,,582778,,,,
,,,,,,,577701.71,,,,
,,,,,,,562219.08,,,,
,,,,,,,557482.46,,,,
,,,,,,,559947,,,,
,,,,,,,505414.5,,,,
,,,,,,,504118.88,,,,
,,,,,,,543437.42,,,,
,,,,,,,561197.75,,,,
,,,,,,,563183.83,,,,
,,,,,,,550617.54,,,,
,,,,,,,538306.67,,,,
,,,,,,,489237.21,,,,
,,,,,,,504176.33,,,,
